Region,Park Code,Park Name,Category,Category Sort,Order,Family,Taxon Code,TSN,Taxon Record Status,Scientific Name,Common Names,Synonyms,Park Accepted,Sens?,Record Status,Occurrence,Occurrence Tags,Nativeness,Nativeness Tags,Abundance,NPS Tags,Park Tags,Internal Park Tags,References,Observations,Vouchers,ExternalLinks,T&E,State Status,Ozone,GRank,SRank
,AGFO,Agate Fossil Beds National Monument,Slug/Snail,9,Lymnaeida,Physidae,711908,76676,Active,Physidae,,,Undecided,No,In Review,,,,,,,,,1,,,,,,,,
,AGFO,Agate Fossil Beds National Monument,Slug/Snail,9,Lymnaeida,Planorbidae,703905,76569,Active,Ferrissia,,,Undecided,No,In Review,,,,,,,,,1,,,,,,,,
,AGFO,Agate Fossil Beds National Monument,Slug/Snail,9,Lymnaeida,Planorbidae,704824,76591,Active,Planorbidae,,,Undecided,No,In Review,,,,,,,,,1,,,,,,,,
,AGFO,Agate Fossil Beds National Monument,Spider/Scorpion,10,Trombidiformes,Hydrachnidae,721885,83123,Active,Hydrachna,,,Undecided,No,In Review,,,,,,,,,1,,,,,,,,
,AGFO,Agate Fossil Beds National Monument,Spider/Scorpion,10,Trombidiformes,Lebertiidae,721786,83034,Active,Lebertia,,,Undecided,No,In Review,,,,,,,,,1,,,,,,,,
,AGFO,Agate Fossil Beds National Monument,Spider/Scorpion,10,Trombidiformes,Sperchontidae,721755,83006,Active,Sperchon,,,Undecided,No,In Review,,,,,,,,,1,,,,,,,,
,AGFO,Agate Fossil Beds National Monument,Spider/Scorpion,10,Trombidiformes,Sperchontidae,721780,83029,Active,Sperchonopsis,,,Undecided,No,In Review,,,,,,,,,1,,,,,,,,
,AGFO,Agate Fossil Beds National Monument,Spider/Scorpion,10,Trombidiformes,Sperchontidae,721783,83031,Active,Sperchonopsis verrucosa,,,Undecided,No,In Review,Present,,Unknown,,Unknown,,,,1,,,,,,,GNR,
,AGFO,Agate Fossil Beds National Monument,Insect,11,,,164029,-505310,Inactive,Lycaeides melissa,Melissa blue,,Accepted,No,Approved,Present,,Unknown,,,,,,1,,,,,,,,
,AGFO,Agate Fossil Beds National Monument,Insect,11,,,748758,-9792851,Inactive,Orconectes immunis,,,Undecided,No,In Review,,,,,,,,,1,,,,,,,,
,AGFO,Agate Fossil Beds National Monument,Insect,11,,Satyridae,570627,-697324,Inactive,Satyrodes eurydice,eyed brown,,Accepted,No,Approved,Present,,Unknown,,,,,,1,,,,,,,,
,AGFO,Agate Fossil Beds National Monument,Insect,11,Coleoptera,Curculionidae,23502,114666,Active,Curculionidae,"snout beetles, weevils",,Undecided,No,In Review,,,,,,,,,1,,,,,,,,
,AGFO,Agate Fossil Beds National Monument,Insect,11,Coleoptera,Dytiscidae,11886,112068,Active,Agabinus,,,Undecided,No,In Review,,,,,,,,,1,,,,,,,,
,AGFO,Agate Fossil Beds National Monument,Insect,11,Coleoptera,Dytiscidae,11102,111966,Active,Agabus,,,Undecided,No,In Review,,,,,,,,,1,,,,,,,,
,AGFO,Agate Fossil Beds National Monument,Insect,11,Coleoptera,Dytiscidae,13986,112390,Active,Hydroporus,,,Undecided,No,In Review,,,,,,,,,1,,,,,,,,
,AGFO,Agate Fossil Beds National Monument,Insect,11,Coleoptera,Dytiscidae,13034,112257,Active,Hydrovatus,,,Undecided,No,In Review,,,,,,,,,1,,,,,,,,
,AGFO,Agate Fossil Beds National Monument,Insect,11,Coleoptera,Dytiscidae,13057,112278,Active,Laccophilus,,,Undecided,No,In Review,,,,,,,,,1,,,,,,,,
,AGFO,Agate Fossil Beds National Monument,Insect,11,Coleoptera,Dytiscidae,14867,112580,Active,Liodessus,,,Undecided,No,In Review,,,,,,,,,1,,,,,,,,
,AGFO,Agate Fossil Beds National Monument,Insect,11,Coleoptera,Dytiscidae,14861,112575,Active,Uvarus,,,Undecided,No,In Review,,,,,,,,,1,,,,,,,,
,AGFO,Agate Fossil Beds National Monument,Insect,11,Coleoptera,Elmidae,18481,114126,Active,Dubiraphia,,,Undecided,No,In Review,,,,,,,,,1,,,,,,,,
,AGFO,Agate Fossil Beds National Monument,Insect,11,Coleoptera,Elmidae,18446,114095,Active,Stenelmis,,,Undecided,No,In Review,,,,,,,,,1,,,,,,,,
,AGFO,Agate Fossil Beds National Monument,Insect,11,Coleoptera,Gyrinidae,15217,112654,Active,Gyrinus,,,Undecided,No,In Review,,,,,,,,,1,,,,,,,,
,AGFO,Agate Fossil Beds National Monument,Insect,11,Coleoptera,Helophoridae,18132,113106,Active,Helophorus,,,Undecided,No,In Review,,,,,,,,,1,,,,,,,,
,AGFO,Agate Fossil Beds National Monument,Insect,11,Coleoptera,Heteroceridae,20508,114262,Active,Heteroceridae,variegated mud-loving beetles,,Undecided,No,In Review,,,,,,,,,1,,,,,,,,
,AGFO,Agate Fossil Beds National Monument,Insect,11,Coleoptera,Hydrochidae,18198,113166,Active,Hydrochus,,,Undecided,No,In Review,,,,,,,,,1,,,,,,,,
,AGFO,Agate Fossil Beds National Monument,Insect,11,Coleoptera,Hydrophilidae,15929,112812,Active,Berosus,,,Undecided,No,In Review,,,,,,,,,1,,,,,,,,
,AGFO,Agate Fossil Beds National Monument,Insect,11,Coleoptera,Hydrophilidae,17229,113017,Active,Cymbiodyta,,,Undecided,No,In Review,,,,,,,,,1,,,,,,,,
,AGFO,Agate Fossil Beds National Monument,Insect,11,Coleoptera,Hydrophilidae,17179,112973,Active,Enochrus,,,Undecided,No,In Review,,,,,,,,,1,,,,,,,,
,AGFO,Agate Fossil Beds National Monument,Insect,11,Coleoptera,Hydrophilidae,18231,113196,Active,Hydrobius,,,Undecided,No,In Review,,,,,,,,,1,,,,,,,,
,AGFO,Agate Fossil Beds National Monument,Insect,11,Coleoptera,Hydrophilidae,16170,112909,Active,Paracymus,,,Undecided,No,In Review,,,,,,,,,1,,,,,,,,
,AGFO,Agate Fossil Beds National Monument,Insect,11,Coleoptera,Hydrophilidae,16202,112938,Active,Tropisternus,,,Undecided,No,In Review,,,,,,,,,1,,,,,,,,
,AGFO,Agate Fossil Beds National Monument,Insect,11,Coleoptera,Lampyridae,15477,113835,Active,Lampyridae,"fireflies, glow worms, lightning bugs, lightningbugs",,Undecided,No,In Review,,,,,,,,,1,,,,,,,,
,AGFO,Agate Fossil Beds National Monument,Insect,11,Coleoptera,Scirtidae,16519,113929,Active,Scirtes,,,Undecided,No,In Review,,,,,,,,,1,,,,,,,,
,AGFO,Agate Fossil Beds National Monument,Insect,11,Coleoptera,Staphylinidae,11404,113304,Active,Bledius,,,Undecided,No,In Review,,,,,,,,,1,,,,,,,,
,AGFO,Agate Fossil Beds National Monument,Insect,11,Coleoptera,Staphylinidae,13715,113576,Active,Stenus,,,Undecided,No,In Review,,,,,,,,,1,,,,,,,,
,AGFO,Agate Fossil Beds National Monument,Insect,11,Diptera,Ceratopogonidae,748739,-9792832,Active,Bezzia/Palpomyia,,,Undecided,No,In Review,,,,,,,,,1,,,,,,,,
,AGFO,Agate Fossil Beds National Monument,Insect,11,Diptera,Ceratopogonidae,29346,127564,Active,Ceratopogon,,,Undecided,No,In Review,,,,,,,,,1,,,,,,,,
,AGFO,Agate Fossil Beds National Monument,Insect,11,Diptera,Ceratopogonidae,25588,127076,Active,Ceratopogonidae,"biting midges, no-see-ums, punkies",,Undecided,No,In Review,,,,,,,,,1,,,,,,,,
,AGFO,Agate Fossil Beds National Monument,Insect,11,Diptera,Ceratopogonidae,28294,127340,Active,Culicoides,,,Undecided,No,In Review,,,,,,,,,1,,,,,,,,
,AGFO,Agate Fossil Beds National Monument,Insect,11,Diptera,Ceratopogonidae,31003,127729,Active,Probezzia,,,Undecided,No,In Review,,,,,,,,,1,,,,,,,,
,AGFO,Agate Fossil Beds National Monument,Insect,11,Diptera,Chironomidae,24351,128079,Active,Ablabesmyia,,,Undecided,No,In Review,,,,,,,,,1,,,,,,,,
,AGFO,Agate Fossil Beds National Monument,Insect,11,Diptera,Chironomidae,28411,128477,Active,Brillia,,,Undecided,No,In Review,,,,,,,,,1,,,,,,,,
,AGFO,Agate Fossil Beds National Monument,Insect,11,Diptera,Chironomidae,31882,127917,Active,Chironomidae,midges,,Undecided,No,In Review,,,,,,,,,1,,,,,,,,
,AGFO,Agate Fossil Beds National Monument,Insect,11,Diptera,Chironomidae,35143,129229,Active,Chironomini,,,Undecided,No,In Review,,,,,,,,,1,,,,,,,,
,AGFO,Agate Fossil Beds National Monument,Insect,11,Diptera,Chironomidae,35171,129254,Active,Chironomus,,,Undecided,No,In Review,,,,,,,,,1,,,,,,,,
,AGFO,Agate Fossil Beds National Monument,Insect,11,Diptera,Chironomidae,27639,129873,Active,Cladotanytarsus,,,Undecided,No,In Review,,,,,,,,,1,,,,,,,,
,AGFO,Agate Fossil Beds National Monument,Insect,11,Diptera,Chironomidae,28507,128563,Active,Corynoneura,,,Undecided,No,In Review,,,,,,,,,1,,,,,,,,
,AGFO,Agate Fossil Beds National Monument,Insect,11,Diptera,Chironomidae,28520,128575,Active,Cricotopus,,,Undecided,No,In Review,,,,,,,,,1,,,,,,,,
,AGFO,Agate Fossil Beds National Monument,Insect,11,Diptera,Chironomidae,748727,-9792820,Active,Cricotopus bicinctus gr.,,,Undecided,No,In Review,Present,,Unknown,,Unknown,,,,1,,,,,,,,
,AGFO,Agate Fossil Beds National Monument,Insect,11,Diptera,Chironomidae,748750,-9792843,Active,Cricotopus trifascia gr.,,,Undecided,No,In Review,Present,,Unknown,,Unknown,,,,1,,,,,,,,
,AGFO,Agate Fossil Beds National Monument,Insect,11,Diptera,Chironomidae,748743,-9792836,Active,Cricotopus/Orthocladius,,,Undecided,No,In Review,,,,,,,,,1,,,,,,,,
,AGFO,Agate Fossil Beds National Monument,Insect,11,Diptera,Chironomidae,36101,129368,Active,Cryptochironomus,,,Undecided,No,In Review,,,,,,,,,1,,,,,,,,
,AGFO,Agate Fossil Beds National Monument,Insect,11,Diptera,Chironomidae,36130,129394,Active,Cryptotendipes,,,Undecided,No,In Review,,,,,,,,,1,,,,,,,,
,AGFO,Agate Fossil Beds National Monument,Insect,11,Diptera,Chironomidae,26787,128341,Active,Diamesinae,,,Undecided,No,In Review,,,,,,,,,1,,,,,,,,
,AGFO,Agate Fossil Beds National Monument,Insect,11,Diptera,Chironomidae,36168,129428,Active,Dicrotendipes,,,Undecided,No,In Review,,,,,,,,,1,,,,,,,,
,AGFO,Agate Fossil Beds National Monument,Insect,11,Diptera,Chironomidae,29430,128670,Active,Diplocladius,,,Undecided,No,In Review,,,,,,,,,1,,,,,,,,
,AGFO,Agate Fossil Beds National Monument,Insect,11,Diptera,Chironomidae,748732,-9792825,Active,Einfeldia/Kiefferulus,,,Undecided,No,In Review,,,,,,,,,1,,,,,,,,
,AGFO,Agate Fossil Beds National Monument,Insect,11,Diptera,Chironomidae,29450,128689,Active,Eukiefferiella,,,Undecided,No,In Review,,,,,,,,,1,,,,,,,,
,AGFO,Agate Fossil Beds National Monument,Insect,11,Diptera,Chironomidae,37301,129483,Active,Glyptotendipes,,,Undecided,No,In Review,,,,,,,,,1,,,,,,,,
,AGFO,Agate Fossil Beds National Monument,Insect,11,Diptera,Chironomidae,30189,128750,Active,Hydrobaenus,,,Undecided,No,In Review,,,,,,,,,1,,,,,,,,
,AGFO,Agate Fossil Beds National Monument,Insect,11,Diptera,Chironomidae,25793,128170,Active,Krenopelopia,,,Undecided,No,In Review,,,,,,,,,1,,,,,,,,
,AGFO,Agate Fossil Beds National Monument,Insect,11,Diptera,Chironomidae,25796,128173,Active,Labrundinia,,,Undecided,No,In Review,,,,,,,,,1,,,,,,,,
,AGFO,Agate Fossil Beds National Monument,Insect,11,Diptera,Chironomidae,25807,128183,Active,Larsia,,,Undecided,No,In Review,,,,,,,,,1,,,,,,,,
,AGFO,Agate Fossil Beds National Monument,Insect,11,Diptera,Chironomidae,30217,128776,Active,Limnophyes,,,Undecided,No,In Review,,,,,,,,,1,,,,,,,,
,AGFO,Agate Fossil Beds National Monument,Insect,11,Diptera,Chironomidae,24447,129532,Active,Microchironomus,,,Undecided,No,In Review,,,,,,,,,1,,,,,,,,
,AGFO,Agate Fossil Beds National Monument,Insect,11,Diptera,Chironomidae,27658,129890,Active,Micropsectra,,,Undecided,No,In Review,,,,,,,,,1,,,,,,,,
,AGFO,Agate Fossil Beds National Monument,Insect,11,Diptera,Chironomidae,24450,129535,Active,Microtendipes,,,Undecided,No,In Review,,,,,,,,,1,,,,,,,,
,AGFO,Agate Fossil Beds National Monument,Insect,11,Diptera,Chironomidae,31097,128844,Active,Nanocladius,,,Undecided,No,In Review,,,,,,,,,1,,,,,,,,
,AGFO,Agate Fossil Beds National Monument,Insect,11,Diptera,Chironomidae,24342,128070,Active,Natarsia,,,Undecided,No,In Review,,,,,,,,,1,,,,,,,,
,AGFO,Agate Fossil Beds National Monument,Insect,11,Diptera,Chironomidae,27853,128457,Active,Orthocladiinae,,,Undecided,No,In Review,,,,,,,,,1,,,,,,,,
,AGFO,Agate Fossil Beds National Monument,Insect,11,Diptera,Chironomidae,31130,128874,Active,Orthocladius,,,Undecided,No,In Review,,,,,,,,,1,,,,,,,,
,AGFO,Agate Fossil Beds National Monument,Insect,11,Diptera,Chironomidae,31156,128898,Active,Orthocladius dorenus,,,Undecided,No,In Review,,,,,,,,,1,,,,,,,GNR,
,AGFO,Agate Fossil Beds National Monument,Insect,11,Diptera,Chironomidae,31185,128923,Active,Orthocladius obumbratus,,,Undecided,No,In Review,,,,,,,,,2,,,,,,,GNR,
,AGFO,Agate Fossil Beds National Monument,Insect,11,Diptera,Chironomidae,24482,129564,Active,Parachironomus,,,Undecided,No,In Review,,,,,,,,,1,,,,,,,,
,AGFO,Agate Fossil Beds National Monument,Insect,11,Diptera,Chironomidae,24518,129597,Active,Paracladopelma,,,Undecided,No,In Review,,,,,,,,,1,,,,,,,,
,AGFO,Agate Fossil Beds National Monument,Insect,11,Diptera,Chironomidae,31898,128962,Active,Paracricotopus,,,Undecided,No,In Review,,,,,,,,,1,,,,,,,,
,AGFO,Agate Fossil Beds National Monument,Insect,11,Diptera,Chironomidae,31904,128968,Active,Parakiefferiella,,,Undecided,No,In Review,,,,,,,,,1,,,,,,,,
,AGFO,Agate Fossil Beds National Monument,Insect,11,Diptera,Chironomidae,26014,129616,Active,Paralauterborniella,,,Undecided,No,In Review,,,,,,,,,1,,,,,,,,
,AGFO,Agate Fossil Beds National Monument,Insect,11,Diptera,Chironomidae,31915,128978,Active,Parametriocnemus,,,Undecided,No,In Review,,,,,,,,,1,,,,,,,,
,AGFO,Agate Fossil Beds National Monument,Insect,11,Diptera,Chironomidae,27708,129935,Active,Paratanytarsus,,,Undecided,No,In Review,,,,,,,,,1,,,,,,,,
,AGFO,Agate Fossil Beds National Monument,Insect,11,Diptera,Chironomidae,26022,129623,Active,Paratendipes,,,Undecided,No,In Review,,,,,,,,,1,,,,,,,,
,AGFO,Agate Fossil Beds National Monument,Insect,11,Diptera,Chironomidae,25843,128215,Active,Pentaneura,,,Undecided,No,In Review,,,,,,,,,1,,,,,,,,
,AGFO,Agate Fossil Beds National Monument,Insect,11,Diptera,Chironomidae,26037,129637,Active,Phaenopsectra,,,Undecided,No,In Review,,,,,,,,,1,,,,,,,,
,AGFO,Agate Fossil Beds National Monument,Insect,11,Diptera,Chironomidae,26059,129657,Active,Polypedilum,,,Undecided,No,In Review,,,,,,,,,1,,,,,,,,
,AGFO,Agate Fossil Beds National Monument,Insect,11,Diptera,Chironomidae,748751,-9792844,Active,Polypedilum convictum gr.,,,Undecided,No,In Review,Present,,Unknown,,Unknown,,,,1,,,,,,,,
,AGFO,Agate Fossil Beds National Monument,Insect,11,Diptera,Chironomidae,748733,-9792826,Active,Polypedilum fallax gr.,,,Undecided,No,In Review,Present,,Unknown,,Unknown,,,,1,,,,,,,,
,AGFO,Agate Fossil Beds National Monument,Insect,11,Diptera,Chironomidae,748723,-9792816,Active,Polypedilum illinoense gr.,,,Undecided,No,In Review,Present,,Unknown,,Unknown,,,,1,,,,,,,,
,AGFO,Agate Fossil Beds National Monument,Insect,11,Diptera,Chironomidae,31961,129018,Active,Psectrocladius,,,Undecided,No,In Review,,,,,,,,,1,,,,,,,,
,AGFO,Agate Fossil Beds National Monument,Insect,11,Diptera,Chironomidae,32706,129086,Active,Rheocricotopus,,,Undecided,No,In Review,,,,,,,,,1,,,,,,,,
,AGFO,Agate Fossil Beds National Monument,Insect,11,Diptera,Chironomidae,27727,129952,Active,Rheotanytarsus,,,Undecided,No,In Review,,,,,,,,,1,,,,,,,,
,AGFO,Agate Fossil Beds National Monument,Insect,11,Diptera,Chironomidae,28683,129969,Active,Stempellinella,,,Undecided,No,In Review,,,,,,,,,1,,,,,,,,
,AGFO,Agate Fossil Beds National Monument,Insect,11,Diptera,Chironomidae,26828,129746,Active,Stenochironomus,,,Undecided,No,In Review,,,,,,,,,1,,,,,,,,
,AGFO,Agate Fossil Beds National Monument,Insect,11,Diptera,Chironomidae,26871,129785,Active,Stictochironomus,,,Undecided,No,In Review,,,,,,,,,1,,,,,,,,
,AGFO,Agate Fossil Beds National Monument,Insect,11,Diptera,Chironomidae,28690,129975,Active,Sublettea,,,Undecided,No,In Review,,,,,,,,,1,,,,,,,,
,AGFO,Agate Fossil Beds National Monument,Insect,11,Diptera,Chironomidae,32637,127994,Active,Tanypodinae,,,Undecided,No,In Review,,,,,,,,,1,,,,,,,,
,AGFO,Agate Fossil Beds National Monument,Insect,11,Diptera,Chironomidae,27638,129872,Active,Tanytarsini,,,Undecided,No,In Review,,,,,,,,,1,,,,,,,,
,AGFO,Agate Fossil Beds National Monument,Insect,11,Diptera,Chironomidae,28693,129978,Active,Tanytarsus,,,Undecided,No,In Review,,,,,,,,,1,,,,,,,,
,AGFO,Agate Fossil Beds National Monument,Insect,11,Diptera,Chironomidae,32813,129182,Active,Thienemanniella,,,Undecided,No,In Review,,,,,,,,,1,,,,,,,,
,AGFO,Agate Fossil Beds National Monument,Insect,11,Diptera,Chironomidae,26670,128236,Active,Thienemannimyia,,,Undecided,No,In Review,,,,,,,,,1,,,,,,,,
,AGFO,Agate Fossil Beds National Monument,Insect,11,Diptera,Chironomidae,26911,129820,Active,Tribelos,,,Undecided,No,In Review,,,,,,,,,1,,,,,,,,
,AGFO,Agate Fossil Beds National Monument,Insect,11,Diptera,Chironomidae,32829,129197,Active,Tvetenia,,,Undecided,No,In Review,,,,,,,,,1,,,,,,,,
,AGFO,Agate Fossil Beds National Monument,Insect,11,Diptera,Chironomidae,26929,129837,Active,Xenochironomus,,,Undecided,No,In Review,,,,,,,,,1,,,,,,,,
,AGFO,Agate Fossil Beds National Monument,Insect,11,Diptera,Chironomidae,26695,128259,Active,Zavrelimyia,,,Undecided,No,In Review,,,,,,,,,1,,,,,,,,
,AGFO,Agate Fossil Beds National Monument,Insect,11,Diptera,Empididae,38947,136327,Active,Hemerodromia,,,Undecided,No,In Review,,,,,,,,,1,,,,,,,,
,AGFO,Agate Fossil Beds National Monument,Insect,11,Diptera,Psychodidae,25969,125468,Active,Psychoda,,,Undecided,No,In Review,,,,,,,,,1,,,,,,,,
,AGFO,Agate Fossil Beds National Monument,Insect,11,Diptera,Simuliidae,24046,126774,Active,Simulium,,,Undecided,No,In Review,,,,,,,,,1,,,,,,,,
,AGFO,Agate Fossil Beds National Monument,Insect,11,Diptera,Simuliidae,24726,126903,Active,Simulium vittatum,striped black fly,,Undecided,No,In Review,,,,,,,,,1,,,,,,,G5,
,AGFO,Agate Fossil Beds National Monument,Insect,11,Diptera,Stratiomyidae,31718,130409,Active,Caloparyphus,,,Undecided,No,In Review,,,,,,,,,1,,,,,,,,
,AGFO,Agate Fossil Beds National Monument,Insect,11,Diptera,Stratiomyidae,29689,130150,Active,Stratiomyidae,soldier flies,,Undecided,No,In Review,,,,,,,,,1,,,,,,,,
,AGFO,Agate Fossil Beds National Monument,Insect,11,Diptera,Syrphidae,48066,139621,Active,Syrphidae,syrphid flies,,Undecided,No,In Review,,,,,,,,,1,,,,,,,,
,AGFO,Agate Fossil Beds National Monument,Insect,11,Diptera,Tabanidae,37125,130934,Active,Tabanidae,"clegs, deer flies, horse flies",,Undecided,No,In Review,,,,,,,,,1,,,,,,,,
,AGFO,Agate Fossil Beds National Monument,Insect,11,Diptera,Tabanidae,30778,131527,Active,Tabanus,,,Undecided,No,In Review,,,,,,,,,1,,,,,,,,
,AGFO,Agate Fossil Beds National Monument,Insect,11,Diptera,Tipulidae,19475,121027,Active,Dicranota,,,Undecided,No,In Review,,,,,,,,,1,,,,,,,,
,AGFO,Agate Fossil Beds National Monument,Insect,11,Diptera,Tipulidae,21606,118840,Active,Tipulidae,crane flies,,Undecided,No,In Review,,,,,,,,,1,,,,,,,,
,AGFO,Agate Fossil Beds National Monument,Insect,11,Ephemeroptera,Baetidae,7325,100801,Active,Acentrella,,,Undecided,No,In Review,,,,,,,,,1,,,,,,,,
,AGFO,Agate Fossil Beds National Monument,Insect,11,Ephemeroptera,Baetidae,294917,568572,Active,Acentrella insignificans,,,Undecided,No,In Review,,,,,,,,,1,,,,,,,G5,NE: SNR
,AGFO,Agate Fossil Beds National Monument,Insect,11,Ephemeroptera,Baetidae,7273,100755,Active,Baetidae,,,Undecided,No,In Review,,,,,,,,,1,,,,,,,,
,AGFO,Agate Fossil Beds National Monument,Insect,11,Ephemeroptera,Baetidae,7324,100800,Active,Baetis,,,Undecided,No,In Review,,,,,,,,,1,,,,,,,,
,AGFO,Agate Fossil Beds National Monument,Insect,11,Ephemeroptera,Baetidae,8071,100870,Active,Baetis dardanus,,,Undecided,No,In Review,,,,,,,,,1,,,,,,,,
,AGFO,Agate Fossil Beds National Monument,Insect,11,Ephemeroptera,Baetidae,748754,-9792847,Active,Baetis tricorythodes,,,Undecided,No,In Review,Present,,Unknown,,Unknown,,,,1,,,,,,,,
,AGFO,Agate Fossil Beds National Monument,Insect,11,Ephemeroptera,Baetidae,294871,568550,Active,Diphetor,,,Undecided,No,In Review,,,,,,,,,1,,,,,,,,
,AGFO,Agate Fossil Beds National Monument,Insect,11,Ephemeroptera,Baetidae,294873,568551,Active,Fallceon,,,Undecided,No,In Review,,,,,,,,,1,,,,,,,,
,AGFO,Agate Fossil Beds National Monument,Insect,11,Ephemeroptera,Baetidae,295813,568601,Active,Fallceon quilleri,,,Undecided,No,In Review,,,,,,,,,1,,,,,,,G5,NE: SNR
,AGFO,Agate Fossil Beds National Monument,Insect,11,Ephemeroptera,Baetidae,8102,100899,Active,Paracloeodes,,,Undecided,No,In Review,,,,,,,,,1,,,,,,,,
,AGFO,Agate Fossil Beds National Monument,Insect,11,Ephemeroptera,Baetidae,7291,100771,Active,Pseudocloeon,,,Undecided,No,In Review,,,,,,,,,1,,,,,,,,
,AGFO,Agate Fossil Beds National Monument,Insect,11,Ephemeroptera,Caenidae,1303,101478,Active,Caenis,,,Undecided,No,In Review,,,,,,,,,1,,,,,,,,
,AGFO,Agate Fossil Beds National Monument,Insect,11,Ephemeroptera,Ephemeridae,2173,101537,Active,Hexagenia,,,Undecided,No,In Review,,,,,,,,,1,,,,,,,,
,AGFO,Agate Fossil Beds National Monument,Insect,11,Ephemeroptera,Ephemeridae,2190,101552,Active,Hexagenia limbata,,,Undecided,No,In Review,,,,,,,,,2,,,,50,,,G5,NE: SNR
,AGFO,Agate Fossil Beds National Monument,Insect,11,Ephemeroptera,Heptageniidae,5177,100557,Active,Cinygmula,,,Undecided,No,In Review,,,,,,,,,1,,,,,,,,
,AGFO,Agate Fossil Beds National Monument,Insect,11,Ephemeroptera,Heptageniidae,6434,100602,Active,Heptagenia,,,Undecided,No,In Review,,,,,,,,,1,,,,,,,,
,AGFO,Agate Fossil Beds National Monument,Insect,11,Ephemeroptera,Heptageniidae,6440,100608,Active,Heptagenia diabasia,,,Undecided,No,In Review,,,,,,,,,2,,,,,,,,
,AGFO,Agate Fossil Beds National Monument,Insect,11,Ephemeroptera,Heptageniidae,5119,100504,Active,Heptageniidae,,,Undecided,No,In Review,,,,,,,,,1,,,,,,,,
,AGFO,Agate Fossil Beds National Monument,Insect,11,Ephemeroptera,Heptageniidae,6557,100713,Active,Stenacron,,,Undecided,No,In Review,,,,,,,,,1,,,,,,,,
,AGFO,Agate Fossil Beds National Monument,Insect,11,Ephemeroptera,Heptageniidae,5122,100507,Active,Stenonema,,,Undecided,No,In Review,,,,,,,,,1,,,,,,,,
,AGFO,Agate Fossil Beds National Monument,Insect,11,Ephemeroptera,Isonychiidae,9066,101041,Active,Isonychia,,,Undecided,No,In Review,,,,,,,,,1,,,,,,,,
,AGFO,Agate Fossil Beds National Monument,Insect,11,Ephemeroptera,Isonychiidae,9083,101057,Active,Isonychia rufa,,,Undecided,No,In Review,Present,,Unknown,,Unknown,,,,1,,,,,,,G5,NE: SNR
,AGFO,Agate Fossil Beds National Monument,Insect,11,Ephemeroptera,Leptohyphidae,1223,101405,Active,Tricorythodes,,,Undecided,No,In Review,,,,,,,,,1,,,,,,,,
,AGFO,Agate Fossil Beds National Monument,Insect,11,Ephemeroptera,Leptophlebiidae,9944,101108,Active,Choroterpes,,,Undecided,No,In Review,,,,,,,,,1,,,,,,,,
,AGFO,Agate Fossil Beds National Monument,Insect,11,Ephemeroptera,Leptophlebiidae,9988,101148,Active,Leptophlebia,,,Undecided,No,In Review,,,,,,,,,1,,,,,,,,
,AGFO,Agate Fossil Beds National Monument,Insect,11,Ephemeroptera,Leptophlebiidae,9994,101153,Active,Leptophlebia cupida,,,Undecided,No,In Review,,,,,,,,,1,,,,,,,G5,NE: SNR
,AGFO,Agate Fossil Beds National Monument,Insect,11,Ephemeroptera,Leptophlebiidae,10007,101165,Active,Leptophlebia nebulosa,,,Undecided,No,In Review,,,,,,,,,2,,,,,,,G5,NE: SNR
,AGFO,Agate Fossil Beds National Monument,Insect,11,Ephemeroptera,Leptophlebiidae,10031,101187,Active,Paraleptophlebia,,,Undecided,No,In Review,,,,,,,,,1,,,,,,,,
,AGFO,Agate Fossil Beds National Monument,Insect,11,Hemiptera,Belostomatidae,6835,103684,Active,Belostoma,,,Undecided,No,In Review,,,,,,,,,1,,,,,,,,
,AGFO,Agate Fossil Beds National Monument,Insect,11,Hemiptera,Corixidae,4202,103364,Active,Corixidae,water boatman,,Undecided,No,In Review,,,,,,,,,1,,,,,,,,
,AGFO,Agate Fossil Beds National Monument,Insect,11,Hemiptera,Veliidae,7863,103886,Active,Rhagovelia,,,Undecided,No,In Review,,,,,,,,,1,,,,,,,,
,AGFO,Agate Fossil Beds National Monument,Insect,11,Hydracarina,,748753,-9792846,Active,Hydracarina,,,Undecided,No,In Review,,,,,,,,,1,,,,,,,,
,AGFO,Agate Fossil Beds National Monument,Insect,11,Lepidoptera,Hesperiidae,586478,706648,Active,Polites mystic,long dash,,Accepted,No,Approved,Present,,Unknown,,,,,,1,,,,,,,G5,NE: S3
,AGFO,Agate Fossil Beds National Monument,Insect,11,Lepidoptera,Hesperiidae,586483,706650,Active,Polites peckius,Peck's skipper,,Accepted,No,Approved,Present,,Unknown,,,,,,1,,,,,,,,
,AGFO,Agate Fossil Beds National Monument,Insect,11,Lepidoptera,Hesperiidae,588275,706775,Active,Pyrgus communis,Common Checkered-Skipper,,Accepted,No,Approved,Present,,Unknown,,,,,,1,,,,,,,,
,AGFO,Agate Fossil Beds National Monument,Insect,11,Lepidoptera,Lycaenidae,600183,-711402,Inactive,Lycaena dione,gray copper,,Accepted,No,Approved,Present,,Unknown,,,,,,1,,,,,,,,
,AGFO,Agate Fossil Beds National Monument,Insect,11,Lepidoptera,Lycaenidae,584901,-705435,Inactive,Lycaena helloides,purplish copper,,Accepted,No,Approved,Present,,Unknown,,,,,,1,,,,,,,,
